被房产销售骗了这么多年！买期房要注意这些	 房产	 其他	 房产销售&&这么多年	 32	 1	 0.031
行楷《千字文》，前八个字，不妨这样写！	 游戏	 其他	 行楷&&千字文	 81	 1	 0.012
范文芳一家开启旅游模式，逐渐过上半退隐生活，儿子zed帅气十足	 娱乐	 明星	 范文芳&&旅游&&退隐	 9	 1	 0.111
鸡肉怎么做才好吃，和咖喱一起做，隔壁老王都馋哭了	 美食	 其他	 鸡肉&&咖喱&&隔壁老王	 6	 0	 0.000
鱼缸有何风水作用，鱼缸摆放要注意什么风水细节？	 星座	 风水	 鱼缸&&风水	 25	 1	 0.040
一般工商业电价 本月再次下调	 财经	 企业动向	 一般工商业电价	 1	 1	 1.000
邮报：热刺准备报价8000万镑求购迪巴拉	 体育	 国际足球	 热刺&&迪巴拉	 26	 1	 0.038
共罚60.256万元！淄博7家单位因环保问题收罚单	 民生	 环保	 淄博&&环保	 96	 2	 0.021
美有关人士呼吁对抗中国 商务部：希望少宣扬独霸	 时政	 中国外交	 中国商务部&&希望	 47	 1	 0.021
因为一点小红包，新娘当场掀桌子，最后一直未婚，去厦门当了鸡..	 情感	 婚姻	 红包&&厦门	 1	 0	 0.000
发了！温州又一个千万富翁诞生！	 彩票	 其他	 温州	 46	 5	 0.109
赵本山妻子马丽娟露面，身材发福难掩贵妇气质，休闲穿搭好时尚	 娱乐	 明星	 赵本山&&妻子&&马丽娟&&发福&&贵妇&&休闲&&穿搭&&时尚	 1	 0	 0.000
博昌街道与中国社会科学院大学（研究生院）合作签约	 旅行	 其他	 中国社会科学院大学&&研究生院	 1	 0	 0.000
足协杯4强对阵：上港主场战鲁能一方主场PK申花	 体育	 中国足球	 足协杯&&上港&&鲁能&&申花	 37	 5	 0.135
清香木发财树鹅掌柴…绿植好看不好养？看看这个！	 家居	 植物	 清香木	 39	 2	 0.051
贵州2019高考一批本科院校7月23日录取(文史类)	 教育	 高中	 贵州&&高考&&本科&&文史	 2	 0	 0.000
试驾丨务实派再出发 试驾全新远景X3	 汽车	 新车评测	 试驾&&远景&&x3	 6	 1	 0.167
娱乐圈5位“不老”明星，林志颖钟汉良上榜，而她是众人童年回忆	 娱乐	 电视	 钟汉良	 1	 1	 1.000
女童受伤血流不止 漯河交警霸气开道上演“生命接力”	 社会	 法律法制	 漯河&&交警&&霸气&&接力	 5	 0	 0.000
高颜值时尚凉菜11道，简直妙不可言！	 美食	 其他	 时尚&&凉菜	 1	 0	 0.000
夏天女性不妨常吃此水果，开胃消食抗衰老，还能减肥美容	 健康	 女性健康	 夏天&&水果&&开胃&&消食&&美容	 2	 0	 0.000
道教追逐长生的养生方法里面，有一个叫做辟谷，那啥事辟谷呢？	 健康&&宗教	 养生	 辟谷	 2	 0	 0.000
搞笑漫画：早上遭抢劫全过程，有脚气的美女实在太尴尬了！	 搞笑	 搞笑	 搞笑漫画&&脚气&&美女	 1	 0	 0.000
黄冈市举行2019年度第3次“市长审案”	 时政	 反腐打虎	 黄冈市&&市长	 579	 25	 0.043
河曲民歌代言人 八旬依旧唱大风	 科学	 其他	 河曲民歌&&代言人&&大风	 5	 0	 0.000
爆笑GIF：女司机就是一根筋，要刹车的时候却加油门	 趣图	 搞笑	 爆笑&&gif&&女司机&&加油门	 620	 83	 0.134
整整过去了8个月，这家英国已破产外汇经纪商客户仍在焦急等待出金	 财经	 其他	 外汇经纪商	 22	 2	 0.091
把8890平台作为做好市政府工作的指南针	 民生	 其他	 市政府&&指南针	 19	 0	 0.000
河南一穷二白小青年操作京东店群，单店月利润3w，两年逆袭CEO	 科技	 互联网	 河南&&京东&&店群&&逆袭&&ceo	 34	 0	 0.000
蔡京行书《王希孟千里江山图跋》欣赏，其书笔法姿媚，字势豪健	 文化	 书法	 蔡京&&行书&&王希孟&&千里江山图&&笔法	 139	 20	 0.144
中医陈长青：最大幸福是患者康复	 健康	 中医	 中医&&长青	 26	 0	 0.000
山东渔家乐旅游：山东烟台大钦岛兴华山庄，让您清凉一夏	 旅行	 国内游	 渔家乐	 21	 0	 0.000
宁静年轻时真美，长相气质都迷人，难怪马景涛看她眼神这么温柔	 娱乐	 明星	 马景涛	 16	 1	 0.063
Baby跳到邓伦身上，谁注意到邓伦的手放哪？网友：注意形象	 娱乐	 明星	 baby&&邓伦	 24	 5	 0.208
首付仅需5999元：纯电动微型车易至EV3缘何值得拥有？	 汽车	 其他	 首付&&电动微型车&&ev3	 1254	 26	 0.021
10位明星的缺陷：郑爽的鸡爪手，baby的短腿，而最后一个没子宫！	 娱乐	 电视	 郑爽&&鸡爪手&&baby&&子宫	 1	 0	 0.000
志玲姐姐身材有多好？我饿上一年都穿不上的裤子，她竟然还嫌大！	 时尚	 穿衣搭配	 志玲	 1	 0	 0.000
最痛莫过于顺产，顺产中的“开十指”有多大？看完好心疼妈妈	 育儿	 孕产	 开十指	 14306	 1103	 0.077
最新报告发布！保定18点是一天中最拥堵时刻	 科技	 其他	 保定&&一天	 19	 0	 0.000
川西南区域：眉山市政府及住建局领导莅临碧桂园·天誉项目调研指导	 房产	 房地产行业	 碧桂园天誉	 11	 1	 0.091
夏季片片荷叶香，用荷叶做的美食可不能错过哟，荷叶蒸肉味道不错	 美食	 食谱	 夏季&&荷叶&&美食&&蒸肉	 4	 1	 0.250
火箭巨大喜讯！莫雷又解决一麻烦，还帮了威少一把，他也该明白了	 体育	 NBA	 火箭&&莫雷&&威少&&明白	 22	 6	 0.273
神车是别人封的，但实力是自己的，深扒宝骏730CVT版	 汽车	 新车评测	 宝骏730cvt版	 68	 1	 0.015
跨境电商:亚马逊开店资料清单列表明细，准备好再开店，通过率更高	 科技	 其他	 跨境电商&&亚马逊开店&&开店&&通过率	 27	 4	 0.148
孕期这4种感受虽不好，却是胎儿健康的表现，孕妈别担心	 育儿	 孕产	 孕期&&胎儿&&孕妈&&别担心	 241	 40	 0.166
“卸妆新娘”意外走红，当他露出真容的那一刻，网友：新郎离婚吧	 娱乐	 日娱	 卸妆&&新娘&&意外&&新郎&&离婚	 1	 0	 0.000
催人泪下，为之震撼的三个真实故事！	 宠物	 其他	 真实故事	 272	 23	 0.085
人均10块吃到撑，在石家庄开遍全市的特色小吃，人简直太多了	 美食	 其他	 石家庄&&特色小吃	 3	 0	 0.000
孟静娴中毒时说得这句话，差点让甄嬛万劫不复，幸好果郡王反应快	 娱乐	 电视剧	 果郡王	 1	 0	 0.000
胡杏儿产后13天开工，劝你别轻易效仿，不好好坐月子会后悔	 育儿	 孕产	 胡杏儿&&产后&&开工&&坐月子	 410	 25	 0.061
八年婚姻落下帷幕，是对生活的最好的尊重，更是对自己负责的选择	 情感	 婚姻	 八年&&婚姻&&自己负责&&选择	 41	 4	 0.098
好运马上来，3生肖2020年起运势上行，财运爆发，弯腰能捡钱	 星座	 生肖	 生肖&&财运&&弯腰&&钱	 1	 0	 0.000
贵州毕节海关挂牌成立	 财经	 其他	 贵州&&毕节&&海关	 287	 23	 0.080
07月22日东莞天气预报	 其他	 其他	 东莞天气预报	 8	 0	 0.000
2019安徽马鞍山含山县公安局招聘警务辅助人员18人公告	 社会&&教育	 大学&&法律法制	 安徽马鞍山&&含山县&&公安局&&招聘&&警务辅助人员	 38	 0	 0.000
盐城市举办旅游发展大会	 旅行	 国内	 盐城市&&旅游	 5	 0	 0.000
老鼠很识货，半夜偷1万元首饰，逃跑时竟卡住了，老板：千古奇闻	 社会	 其他	 老鼠&&识货&&首饰&&逃跑&&千古&&奇闻	 2725	 62	 0.023
土拍预告|长春7月26日南关、绿园共2宗商住地块出让	 房产	 房地产行业	 土拍&&长春&&南关&&绿园&&商住地块	 323	 31	 0.096
全网公认最经典的4部甜宠剧，《双世宠妃》上榜，全看过跪地膜拜	 娱乐	 电视	 甜宠剧&&双世宠妃	 2	 0	 0.000
6月苏州市区CPI同比上涨2.5%水果猪肉继续上涨	 民生	 食品	 苏州市&&cpi&&水果&&猪肉	 9	 0	 0.000
如果贷款利率高过36%，超过部分法院不承认为什么还有超过50%呢？	 财经	 理财	 如果&&贷款利率&&法院	 135	 14	 0.104
印度人的《战狼2》，上映后票房获170亿，夸张情节这很印度	 娱乐	 电影	 印度人&&战狼2&&印度	 1	 0	 0.000
网友家正在盖房子，这只德牧经常来晃悠，它这是不打算走了	 社会	 其他	 房子&&德牧	 35	 0	 0.000
还有10天温州就要开始垃圾分类了，瑞安人，你准备好了吗？	 民生	 环保	 温州&&垃圾分类&&瑞安&&你准备好了吗	 33	 3	 0.091
有一种模仿叫谢娜的模仿，被赞高度还原，网友：她的脸真神奇	 娱乐	 其他	 谢娜&&她	 1	 0	 0.000
它是我国唯一以花名命名的城市，凭什么惊艳整个朋友圈？	 旅行	 国内	 惊艳&&朋友圈	 14	 1	 0.071
脑筋急转弯：一个可以大可以小的地方是哪里？	 搞笑	 搞笑	 脑筋急转弯	 2	 0	 0.000
上半年全球销量齐上涨，哪款车是沃尔沃的顶梁柱？	 汽车	 汽车行业	 沃尔沃&&顶梁柱	 14	 1	 0.071
四川泸州：江北镇开展2019年安全与急救培训活动	 体育	 CBA	 四川&&泸州&&江北镇&&急救	 1	 0	 0.000
紧急！葫芦岛明天沿海地区中雨，局部大到暴雨	 其他	 其他	 葫芦岛&&中雨&&局部&&大到暴雨	 471	 59	 0.125
山东天鸿大成置业有限公司地块规划已出 共建设19栋住宅楼	 房产	 房地产行业	 山东&&大成&&地块&&规划&&住宅楼	 205	 11	 0.054
本以为章子怡留长发很美了，直到她剪了短发，瞬间被打脸了！	 时尚	 发型	 章子怡&&留长发&&短发&&打脸	 2	 0	 0.000
比涠洲岛清净，比花鸟岛淳朴，福州附近这座童话小岛，美翻了	 旅行	 国内	 涠洲岛&&花鸟岛	 7	 0	 0.000
今日赛事解析：格雷米奥VS自由队	 彩票	 其他	 格雷米奥	 19	 1	 0.053
丈夫曾是上海首富，把杨恭如打出娱乐圈，老公入狱19年她不离不弃	 娱乐	 明星	 上海&&首富&&杨恭如&&老公	 8	 0	 0.000
调结构 抓载体 谋项目 威远强力打造经济发展新引擎	 财经	 企业动向	 威远&&经济&&引擎	 40	 1	 0.025
元白叙事诗呈现的4大艺术风貌：卓越的叙事艺术、浓郁的抒情气氛	 文化	 诗词	 叙事诗&&大艺术&&卓越&&艺术	 1	 0	 0.000
山东青岛:马铃薯喜获丰收	 农业	 其他	 山东青岛&&马铃薯	 2	 0	 0.000
嘉兴经开区召开生态环境问题“万人大排查、百日大整治”攻坚行动工作推进会	 民生	 环保	 嘉兴&&生态环境问题&&人大&&百日&&行动	 1	 0	 0.000
有一种教养，叫“熟不逾矩”	 心灵鸡汤	 其他	 教养	 274	 28	 0.102
美国军舰擅闯南沙岛礁，中国来硬的了！	 军事	 其他	 美国&&军舰&&南沙岛礁	 1	 0	 0.000
意大利名将力挺霍顿！800米和孙杨争冠，闹剧或将又在领奖台上演	 体育	 游泳	 意大利&&名将&&霍顿&&孙杨&&闹剧&&领奖台	 92	 10	 0.109
韭菜和此物一起炒，刮油排毒除口臭，肚子不鼓，皮肤变水灵	 美食	 食谱	 韭菜&&刮油&&排毒&&口臭&&肚子&&皮肤&&水灵	 221	 18	 0.081
全国人大安全生产法立法调研组来天水市调研	 时政	 其他	 全国人大&&安全生产法&&立法&&天水市	 18	 2	 0.111
中超夏季转会大幕强势拉开主题是归化主角为恒大	 体育	 中国足球	 中超夏季转会&&恒大	 49	 0	 0.000
开心一刻笑话：读书的时候爱上了班花，交往了一段时间后	 搞笑	 搞笑	 开心一刻&&笑话&&读书&&班花	 1	 0	 0.000
玻璃隔断清洁小妙招，快戳进来	 生活百科	 其他	 清洁小妙招	 10	 0	 0.000
深度荐读：被忽视的铜川	 房产	 房地产行业	 荐读&&铜川	 10	 0	 0.000
孕妇辛苦生下双胞胎，正当全家开心时，医生却说：孩子不是双胞胎	 育儿	 学前教育	 孕妇&&双胞胎&&医生&&孩子	 8	 0	 0.000
她美貌不输范冰冰，曾与张铁林传出绯闻，嫁给影界大反派幸福甜蜜	 娱乐	 明星	 影界	 120	 6	 0.050
挑战底线！联盟开始严查自由市场违规操作，2大超巨合同恐被取消	 体育	 NBA	 底线&&大超&&合同	 2	 0	 0.000
毕业季大动作！农业银行这波招聘看出其野心所在！	 职场	 求职	 毕业季&&农业银行&&招聘	 208	 9	 0.043
分手后，不会联系前任，不会和过去纠缠不清的4个星座	 星座	 星座	 分手&&前任&&纠缠&&星座	 12	 9	 0.750
【文化头条】文化街道办事处邀请区纪委监委纪法宣讲团开展纪法宣讲专场活动	 旅行	 其他	 文化&&头条&&街道办事处&&纪委监委&&宣讲	 10	 0	 0.000
玛莎拉蒂，正在失去中国市场！	 汽车	 其他	 玛莎拉蒂&&中国市场	 4	 0	 0.000
临河一男子边走边拉车门，咋回事儿？	 社会	 法律法制	 临河&&门	 86	 7	 0.081
矛盾激化！曝莱昂纳多当着全队批评内马尔，巴西巨星渴望回归巴萨	 体育	 西甲	 莱昂纳多&&内马尔&&巴西&&巨星&&渴望&&巴萨	 2	 0	 0.000
民有所呼我有所应履职尽责为民解忧	 社会	 其他	 履职&&解忧	 11	 0	 0.000
两人同样是开国皇后，一人保住后位，另一人得到举国上下的尊敬	 历史	 中国历史	 开国&&皇后&&得到	 45	 5	 0.111
巴甲冠军有望不花钱获河南建业外援！帕尔梅拉斯相中重庆斯威外援	 体育	 中国足球	 巴甲&&冠军&&河南建业&&帕尔梅拉斯&&重庆斯威	 13	 1	 0.077
佛说，一切皆有因果，谁也逃不过	 宗教	 其他	 因果	 257	 39	 0.152
不受00后待见的衬衫＋百褶裙，小姐姐穿校花范美爆，心服口服！	 时尚	 穿衣搭配	 00后&&衬衫&&百褶裙&&校花	 1	 0	 0.000
提高申请高额卡成功概率的小贴士	 教育	 留学	 概率	 3	 0	 0.000
焦作这家食品公司被曝光！焦作人，可别再买了！	 民生	 食品	 焦作&&食品公司	 166	 20	 0.120
夏季吃它清热解暑，补钾补水、防便秘，孩子大人都爱吃	 美食	 蔬菜	 夏季&&清热解暑&&补钾&&便秘&&孩子	 13	 3	 0.231
除了碳酸饮料易发胖，也千万别忽视这四款“水”，隐藏的致胖高手	 美食	 其他	 碳酸饮料&&发胖	 1	 0	 0.000
豪装三房 全明采光户型 空气舒畅 环境优美的温馨家园 居家首选	 家居	 装修	 采光&&户型&&舒畅&&温馨家园	 4	 0	 0.000
孙宇晨爽约巴菲特另有隐情？拍到午餐的中国人都还好吗？	 财经	 其他	 孙宇晨&&巴菲特&&午餐&&中国人	 2	 0	 0.000
参选2020？柯文哲摊牌倒数，就看这个结果	 时政	 国际时政	 柯文哲&&摊牌&&倒数	 6	 1	 0.167
《彩六》玩家巧用乐高 神还原等大M762突击步枪	 游戏	 大型单机游戏	 彩六&&m762	 2	 0	 0.000
市地方海事局水上应急演练保安全	 军事	 中国军情	 市地方海事局&&应急&&安全	 1	 0	 0.000
州政协对“幼有所育”攻坚行动推进情况进行视察	 时政	 其他	 行动&&视察	 6	 0	 0.000
2019年衡水中学的高考战绩如何？拿下河北理科状元，错失文科状元	 教育	 高中	 衡水中学&&高考&&河北&&理科&&状元&&文科	 1	 0	 0.000
爆笑GIF图：妹子，人家都用手机拍照，你拿拖鞋自拍是认真的么！	 趣图	 搞笑	 爆笑gif图	 8	 2	 0.250
大同一宝—软糯黄糕	 文化	 文物	 大同&&黄糕	 42	 1	 0.024
十二星座之冷战后冲动的说出了分手，我该如何挽回天秤座	 星座	 星座	 十二星座&&分手&&挽回&&天秤座	 10	 1	 0.100
宁可放弃中方国籍，也要帮美国造高精尖武器，一连串成就让人痛心	 军事	 其他	 中方&&美国&&武器	 512	 40	 0.078
华为愿意提供芯片给苹果，为何不提供给其他品牌？看看魅族就知道	 科技	 手机	 华为&&芯片&&苹果&&魅族	 1	 0	 0.000
开展住建领域扫黑除恶专项行动	 社会	 其他	 领域&&扫黑除恶专项行动	 2	 0	 0.000
不可思议的“寡妇村”，男人都离奇死亡，女人寿命却很长	 情感	 恋爱	 不可思议&&寡妇村&&离奇死亡&&寿命	 3	 1	 0.333
江华在第六届湖南省创新创业大赛暨永州市第三届创新创业大赛中荣获佳绩	 财经	 其他	 江华&&湖南省&&创新创业大赛&&永州市	 53	 3	 0.057
天涯区南海苑 VS 伯爵公馆，哪个更宜居？	 教育	 小学	 天涯区&&南海&&伯爵&&宜居	 1	 0	 0.000
这个7月，联想带你0距离追星！	 科技&&体育	 数码	 联想&&追星	 2	 0	 0.000
西红柿炒蛋时，鸡蛋别直接下锅！多加这1步，鸡蛋香嫩又入味	 美食	 食谱	 西红柿炒蛋&&鸡蛋&&入味	 1249	 122	 0.098
OPPO Reno 10倍变焦版：超广角还可以这样玩	 科技	 手机	 oppo reno10倍变焦版&&超广角	 23	 2	 0.087
国内中小学生脊柱异常比例超50%！宁波10部门联合防控	 育儿	 儿童	 中小学生&&脊柱&&宁波	 1	 1	 1.000
光影盛宴 全城共赏|自贡凤凰城客户专程观影会圆满成功	 摄影	 其他	 光影&&盛宴&&自贡&&凤凰城&&观影	 30	 1	 0.033
周杰伦超话跃居第一，惹蔡徐坤粉丝不满，称自己守护的家园被践踏	 娱乐	 其他	 周杰伦&&蔡徐坤&&粉丝	 134	 8	 0.060
衡水景县封氏墓群的传说	 文化	 文物	 衡水景县&&封氏墓群	 6	 0	 0.000
厉害啦！中国石油大学(华东)在巩义设立创业就业实训基地	 农业	 其他	 中国石油大学&&巩义&&创业&&就业	 64	 13	 0.203
城北台地区块已完成土地征收签订	 房产&&房产市场	 房地产	 城北&&台地&&土地征收	 5	 0	 0.000
一拳超人：五种类型的美男子，谁的颜值最高？埼玉：还我头发！	 时尚	 发型	 一拳超人&&美男子&&埼玉&&还我&&头发	 467	 41	 0.088
小儿推拿21种手法，轻松解决各种常见病！	 健康	 中医	 小儿推拿	 28	 6	 0.214
惠及1.8公里！01省道首段“四改六”工程完工	 民生	 环保	 省道	 1	 0	 0.000
四川阿坝九寨沟县 7.0 级地震可能是由哪些原因导致的？当地地质条件如何？	 科学	 自然地理	 四川&&九寨沟县&&地震&&地质	 99	 3	 0.030
东莞今年年内至少整治20个易涝点	 民生	 环保	 东莞	 1	 0	 0.000
邓婕饰演王熙凤身高不够，导演王扶林用了这个“笨办法”解决问题	 娱乐	 电视	 邓婕&&饰演&&王熙凤&&王扶林	 17	 2	 0.118
南京玄武湖的消失可谓王安石的败笔	 历史	 中国历史	 南京玄武湖&&王安石	 19	 0	 0.000
因地制宜拓展多种清洁供暖方式	 民生	 环保	 清洁&&供暖	 1	 0	 0.000
王菲还是“败”给张柏芝，网友：一个只是怀着爱意，她才是家人	 娱乐	 其他	 王菲&&张柏芝	 2	 0	 0.000
爱尔眼科(300015)十年十倍，通过爱尔看优秀公司成长记	 财经	 股票证券	 爱尔眼科&&十年&&公司	 4	 0	 0.000
秦时系列中那些人气超高的角色	 动漫	 其他	 	 2	 0	 0.000
这菜清肠排毒抗衰老 吃一次相当于吃10个苹果	 美食	 食谱	 清肠&&排毒&&苹果	 8	 0	 0.000
陈坤晒北电同学会合影，网友:一眼看到靳东老婆	 娱乐	 其他	 陈坤&&北电&&同学会&&合影&&靳东	 1	 0	 0.000
领军新能源第三极 雷丁i家族蓄势待发	 汽车	 汽车行业	 新能源&&雷丁	 5	 0	 0.000
钢铁侠、美国队长、绿巨人……漫威超级英雄都来了，就差你了！	 游戏	 单机游戏	 钢铁侠&&美国队长&&绿巨人&&漫威超级英雄	 16	 0	 0.000
全场景布局+智慧零售助力苏宁连续三年入围《财富》世界500强	 科技	 互联网	 智慧零售&&苏宁&&财富&&世界500强	 53	 1	 0.019
猪肉到底能不能吃？权威消息来了	 旅行	 其他	 猪肉&&能不能	 1	 0	 0.000
福建首台科尼赛克上路，出现在厦门，花了2000多万买的！	 汽车	 其他	 福建&&科尼赛克&&出现&&厦门	 1	 0	 0.000
动作怪兽电影《喀纳斯水怪》在喀纳斯景区开拍	 娱乐	 电影	 怪兽电影&&喀纳斯&&水怪&&喀纳斯景区&&开拍	 5	 0	 0.000
巩俐素颜街头吃饭被拍，被赞冻龄，54岁再婚的她满脸都是幸福	 娱乐	 明星	 巩俐&&素颜&&冻龄&&再婚&&她&&幸福	 1	 0	 0.000
赣南思维|凌晨4点！赣州一男子偷婚纱后竟自己穿了起来……	 教育	 其他	 赣南&&赣州&&婚纱	 9	 0	 0.000
跑步途中如何提速？你知道么？	 体育	 跑步	 跑步&&提速	 1	 0	 0.000
今晚这场比赛不容错过，值得中国球迷熬夜守候，武磊或创造历史	 体育	 中国足球	 中国球迷&&熬夜&&守候&&武磊&&历史	 11204	 1792	 0.160
他画的许多优雅女子成为传世名作/英国艺术学院院长古典人物油画	 文化	 文化音乐	 人物油画	 5	 1	 0.200
中南片区联合整治行动拉开 重点整治这些行为	 旅行	 其他	 	 2	 0	 0.000
注意，别误食！这3批次糕点抽检不合格	 民生	 食品	 糕点	 11	 0	 0.000
名单公布！太原健身房乱象频发，坑苦会员和教练！	 休闲	 健身	 名单&&太原&&健身房	 25	 0	 0.000
简说手相手相看啥样的人异性缘特别旺	 星座	 其他	 手相&&异性缘	 1	 0	 0.000
厄尔尼诺异常！台风圣帕“兄弟”可能来了，6号台风或生成去日本	 其他	 其他	 台风圣帕	 293	 19	 0.065
特斯拉Q2财报亏损，你知道马斯克今年都做了什么吗	 汽车	 汽车行业	 特斯拉&&q2&&马斯克	 1	 0	 0.000
任达华遇刺后，朱丹带25个保安，成龙雇女保镖，他穿防刺衣出门	 娱乐	 其他	 任达华&&朱丹&&保安&&成龙	 12	 2	 0.167
使命担当党员先行——第四中学召开党总支换届选举大会	 时政	 反腐打虎	 党员&&第四中学&&党总支&&换届&&选举	 92	 1	 0.011
国际金融控股集团发展典型案例	 房产	 房地产行业	 金融控股	 3	 0	 0.000
总造价估计4万亿，从雅鲁藏布江调一个黄河水量究竟可行吗？	 旅行	 国内	 4万亿&&雅鲁藏布江&&黄河	 568	 74	 0.130
石柱悦崃河水上涨冲走老人，父子联手成功营救	 娱乐	 其他	 石柱&&老人&&父子&&营救	 3	 0	 0.000
评价4.9分 看看车主对中华V7有哪些满意和不满意	 汽车	 新车评测	 中华v7	 33	 4	 0.121
泰国奈嘉瑞大米面膜，陆毅带你体验热带雨林的浪漫邂逅、感受天然植物的护肤	 时尚	 皮肤护理	 大米面膜	 5	 0	 0.000
广元今日天气	 其他	 其他	 广元&&天气	 152	 3	 0.020
中国男篮这俩人你怎么看？13分惨负二队让李楠忧心三点，该怎么办	 体育	 CBA	 中国男篮&&李楠	 1135	 96	 0.085
地球仅剩的蓝色人种，生活在海拔6000米高山，难道是灭霸亲戚	 科学	 其他	 地球&&蓝色人种&&灭霸	 3	 0	 0.000
符合条件的池州贫困准大学生请抓紧~"大皖·阳光助学金"申请进入倒计时…	 教育	 大学	 池州&&大学生&&助学金	 13	 0	 0.000
“双杀”辽宁“西北狼”向更高目标迈进	 体育	 CBA	 双杀&&辽宁&&西北狼	 5	 1	 0.200
司马懿为何晚年如此厌恶妻子？看完你就知道了	 历史	 中国历史	 司马懿&&厌恶&&妻子	 1066	 144	 0.135
最新版哈弗h9怎么样？	 游戏	 网游	 哈弗h9	 62	 7	 0.113
卡迪夫是座怎样的城市？	 旅行	 国内	 卡迪夫	 351	 1	 0.003
你们说，无锡有几个开发商是在好好造房子的？	 房产	 楼市	 无锡&&开发商	 5	 0	 0.000
大型纪录片《先生》02：胡适	 娱乐	 戏剧	 纪录片&&胡适	 23	 1	 0.043
丰泽区第二中心小学党支部组织学习《违反职业道德行为处理办法》并作相关承诺	 教育	 小学	 丰泽区&&小学&&党支部&&组织学习&&职业道德	 2	 0	 0.000
岑参《白雪歌送武判官归京》解读	 文化	 其他	 岑参&&白雪歌送武判官归京	 2	 0	 0.000
葱香黑椒虾，虾壳那叫一个酥脆，一口下去真是可以抵数片钙片的感觉	 美食	 其他	 黑椒&&钙片&&感觉	 7	 0	 0.000
西藏最适合宜居的城市，不是昌都和山南，是你的家乡吗？	 旅行	 国内	 西藏&&宜居的城市&&昌都&&山南&&家乡	 1	 1	 1.000
跟车工作月挣八千，男子应聘后交了一千六，八天后觉得不对劲儿	 社会	 其他	 	 2	 0	 0.000
往来 闽日建青少年人工智能科学交流平台	 科技	 人工智能	 青少年&&人工智能&&科学	 1	 0	 0.000
武汉中国健康谷好不好？置业顾问从项目现场发回新组图	 房产	 楼市	 武汉&&中国&&置业顾问	 11	 0	 0.000
半年内报警3次！大儿子丢完小儿子丢，母亲：辞职做全职妈妈	 社会	 家庭情感	 报警&&母亲&&辞职&&全职妈妈	 15096	 2809	 0.186
洞悉物联网发展1000问之物联网是IOT不是IOP？	 科技	 智能硬件	 物联网&&iot&&iop	 8	 0	 0.000
双胞胎姐妹患尿毒症 原来是糖尿病引起	 健康	 养生	 双胞胎&&尿毒症&&糖尿病	 1	 0	 0.000
土地增值税的应税收入确定条例是什么？	 房产	 房地产行业	 土地增值税&&应税收入	 1	 0	 0.000
儿童药物难治性癫痫是如何形成的？早诊断早治疗是关键	 健康	 心理健康	 难治性癫痫	 1	 1	 1.000
唐云舒会见中国人保财险广西分公司党委书记	 时政	 中国外交	 唐云&&中国人保&&广西&&党委书记	 1	 0	 0.000
原来麻花是这么做的，简单几步就做好，香香脆脆超好吃！	 美食	 食谱	 麻花&&香香	 302	 15	 0.050
法国第一夫人大马卡龙24岁，为何两人这么恩爱看看她照片就知道	 娱乐	 明星	 法国第一夫人	 1456	 147	 0.101
情感测试：你最想安慰下面哪个女孩？测会有多少人暗恋你	 星座	 星座	 情感测试&&女孩&&暗恋你	 1575	 262	 0.166
三国杀：新手上分推荐武将！“牵牌手”张辽为首，补牌手荀彧为次	 游戏	 网游	 三国杀&&武将&&牌手&&张辽&&荀彧	 467	 59	 0.126
杨紫在剧中的穿搭你们真的觉得好看吗？	 时尚	 穿衣搭配	 杨紫&&穿搭	 1747	 24	 0.014
把姑娘画成这样，会不会挨打呢	 搞笑	 搞笑	 会不会	 2	 0	 0.000
重大喜讯！昨天，太原地铁1号线最新动作曝光！太原不久将迎来第2条地铁线建设！	 房产	 商业地产	 太原&&地铁1号线&&地铁	 1	 0	 0.000
为他而来，央视《面对面》栏目组走进马鞍山	 旅行	 其他	 央视&&马鞍山	 22	 0	 0.000
湖北公益性岗位公共基础知识：调研报告的写法	 时政	 公务员考试	 湖北&&公益性岗位&&调研报告	 1	 0	 0.000
太原惊现网约公交车，12公里仅2元，满15人发车	 旅行	 社会百态	 太原&&公交车	 103	 12	 0.117
平和记忆：“海澄公”黄梧	 文化	 文学	 平和&&记忆&&黄梧	 23	 0	 0.000
热身赛-利物浦2-2葡萄牙体育3场不胜 奥里吉连场破门	 体育	 国际足球	 利物浦&&葡萄牙体育&&吉连	 72	 3	 0.042
LOL:游戏中最能秀的几个英雄 非大神不能驾驭！	 游戏	 电竞	 lol&&游戏&&英雄	 1	 0	 0.000
胃溃疡和胃糜烂有什么区别？两者之间该注意什么呢？	 健康	 养生	 胃溃疡&&胃糜烂	 155	 16	 0.103
镇原县平泉镇:用“海升模式”种优良苹果	 农业	 其他	 镇原县&&平泉镇&&海升&&苹果	 4	 0	 0.000
被董卿素颜惊到了！如清水出芙蓉般质朴明媚，45岁女人最美的样子	 娱乐	 明星	 董卿&&素颜&&芙蓉&&美的	 1477	 166	 0.112
旭旭宝宝和一阵雨联合争夺韩服第一！韩服第一剑影碎18普雷太刀	 游戏	 网游	 旭旭宝宝&&韩服&&剑影&&普雷&&太刀	 607	 87	 0.143
港剧巅峰期美女太多，周慧敏朱茵太惊艳，连配角都大放异彩	 娱乐	 电视	 港剧&&巅峰&&美女&&周慧敏&&朱茵&&惊艳&&配角&&大放异彩	 272	 31	 0.114
